productName,brand,price,GTIN"Fackelbrot Cheddar-Mozzarrela","fackelbrot","3.99","4039273749695"
"Maltesers 175g","Maltesers","3.99","5000159031103"
"ja! Joghurt Dressing 250ml","ja!","0.99","4337256251365"
"Keunecke Soljanka pikant + würzig 400ml","Keunecke","2.99","4012665400510"
"Zenker Herdbackblech Black Metallic 34,5-52cm","Zenker","17.99","4044935065389"
"Dietz Delikater Bierschinken 200g","Dietz","2.99","4007887041054"
"Karg Hefeweißbier 0,5l","karg","1.19","42036807"
"Weingärtner Markelsheim Sekt Kerner trocken 0,75l","weingaertner","7.29","4019953870505"
"Lindt Excellence Schokolade Chili feinherb 100g","Lindt","2.69","7610400097185"
"Original Muh-Muhs Schoko Toffee Trio 132g","Original Muh-Muhs","1.99","4004363020350"
"Rotkäppchen Fruchtsecco Himbeere 0,2l","Rotkäppchen-Mumm","1.59","4014741647741"
"Rinatura Bio Dinkel Bandnudeln 250g","Rinatura","1.79","4013200253820"
"Honey Pomelo 1 Stück","honey","2.99","6928053056789"
"Protos Rotwein Tinto Fino trocken 0,75l","Bodega Protos","9.90","8420342003750"
"Just Spices In Minutes Bio Ofen Drillinge mit Gemüse 25g","Just Spices","0.99","4260431672221"
"Winzer Sommerach Sommeracher Bacchus Weißwein QbA halbtrocken 0,75l","winzer","8.99","4005880002126"
"Hungener Landgenuss halbfester Schnittkäse","Hungener Käsescheune","2.99","2706450000000"
"GWF Silentium Adagio Rotwein Cuvée QbA halbtrocken 0,75l","GWF","6.29","4006545053590"
"Fleischkäse","fleischkaes","1.39","4014538004696"
"Syoss Haarspray Max Hold mega starker Halt 400ml","Syoss","4.99","4015100190199"
"Dagernova Weisser Sekt trocken 0,75l","dagernova","8.99","4007245000907"
"Ga-Jol Sod Lakrids Med Staerk Salmiak 140g","Ga-Jol","2.29","5774540506807"
"Kägi fret Classic Minis 125g","Kägi","2.89","7610046001256"
"Schulte Edelsalami extra","Schulte","2.89","2243570000003"
"Deutsche See Bio-Lachs 300g","Deutsche See","16.99","4009239946017"
"Nexa Lotte Lebensmittel-Motten Falle 210g","Nexa Lotte","4.49","4062700836569"
"Vivess Vierkant-Reibe","Vivess","7.99","4388860588378"
"Andechser Natur Bio Jogurt mild 1,8% 500g","Andechser Natur","1.11","4104060024740"
"Schildauer Streichmettwurst im Ring","Schildauer","1.27","20745561"
"REWE Beste Wahl Küchentücher Premium 3-lagig, 3x75 Blatt","REWE Beste Wahl","3.59","4337256484138"
"Müller Joghurt mit der Ecke Butterkekse 150g","Müller","0.79","42356196"
"Leverno Maismehl glutenfrei 1kg","Leverno","2.89","4013200331016"
"Khao Shong Erdnüsse mit Wasabi 140g","khao","3.29","8850043330297"
"Irische Picanha / Tafelspitz","irische","3.74","20489113"
"LANDMARKT Kartoffeln Drillinge aus der Region 1,5kg","LANDMARKT","2.99","4260179989056"
"Funny-frisch Goldfischli Original 100g","Funny-frisch","1.49","4000522060038"
"R&S Preiselbeer Leberpate","R&S","1.99","25812800"
"Feinkost Dittmann Pfefferonen mild 125g","Feinkost Dittmann","1.79","4002239804004"
"REWE Beste Wahl Tortilla-Wraps 432g","REWE Beste Wahl","1.49","4337256186162"
"Gefleiga Hähnchen Unterkeule","Gefleiga","2.77","24998680"
"Sapros Glockenpaprika Frischkäse 200g","sapros","2.79","4021984060657"
"Old Amsterdam Pfannen- & Grilltaler 140g","Old Amsterdam","3.49","8710243909139"
"Schwartau Extra Fruchtaufstrich Aprikose Zero 280g","Schwartau","2.89","4011800843014"
"REWE Beste Wahl Sanft & Fruchtig Erdbeere 270g","REWE Beste Wahl","1.29","4388441350011"
"Danone Actimel Johannisbeere & Cranberry 8x100g","Actimel","3.99","4009700070623"
"Dreiser Mineralwasser Medium 12x1l","Dreiser","5.49","4001246121012"
"Bürgerspital Rotwein Cuvée trocken 0,25l","Bürgerspital zum Heiligen Geist Weingut","3.40","4016053080124"
"Ben's Original Express Kokos 220g","Ben's Original","2.29","5010034011991"
"Schweine Nackensteak Arizona","schweine","2.58","2701660000000"
"Wilhelm Brandenburg Schweine-Geschnetzeltes 300g","Wilhelm Brandenburg","3.99","4019474631173"
"Holle Bio Babybrei Hirse Milchbrei 250g","Holle","3.29","7640104950158"
"Tafeltrauben rot Premium mit Kern ca. 800g","tafeltrauben","2.79","22584991"
"Eichbaum Helles 20x0,33l","Eichbaum","14.99","4054500618742"
"Loose Quäse mild 220g","Loose","2.99","40858487"
"Costa King Prawns ASC 200g","Costa","7.99","4008467003462"
"Hirsch Stabel Weißwein Riesling QbA halbtrocken 1l","hirsch","4.79","4260207170098"
"LM Maier Sellerie-Salat in Streifen 300g","lm","1.49","4003691062681"
"Feinkost Dittmann Spanische Oliven ohne Stein 125g","Feinkost Dittmann","2.19","4002239810005"
"REWE Beste Wahl Fusilli Tricolore Nr. 22 500g","REWE Beste Wahl","1.39","4388860615357"
"Spreewaldhof Kürbis süß-sauer 400g","Spreewaldhof","2.29","4012712002186"
"Wittinger Premium 6x0,33l","wittinger","4.29","4102820018329"
"Diehl Rosé halbtrocken 0,75l","Weingut Diehl","7.99","4260072667211"
"Negro Gefüllte Bonbons 100g","Negro","0.99","8602300204137"
"Adelholzener Heimische Rote Schorle 12x0,75l","Adelholzener","9.69","4005906133537"
"Milka Adventskalender 200g","Milka","7.99","7622400011498"
"Ritex Kondome Pro Nature Intensiv 8 Stück","Ritex","5.79","4001669411097"
"ja! Erbseneintopf mit Würstchen 800g","ja!","2.29","4388840213016"
"Spreewald-Feldmann Kürbis Würfel 400g","Spreewald-Feldmann","2.19","4250262708138"
"Dr. Quendt Dresdner Russisch Brot 100g","Dr. Quendt","0.99","4013392081058"
"Julischka Birnen-Slivovitzlikör 1l","Julischka","15.99","4000152000107"
"M&M's Double Chocolate Cookies 180g","M&M's","2.79","5060402907685"
"Vetschauer Schlackwurst","vetschauer","2.49","28313700"
"Rigoni di Asiago Bio Fiordifrutta Albicocche 250g","Rigoni di Asiago","4.29","8001505007015"
"Salitos Tequila 0,5l","Salitos","1.75","4025127014866"
"Pedigree Jumbone Riesenknochen Beutel Medium mit Rind und Geflügel 2 Stück","Pedigree","1.79","5998749139851"
"Haribo Fruchtgummi Goldbären Minis 250g","Haribo","2.49","4001686301524"
"Carolinen Mineralwasser Medium 11x0,5l","Carolinen","5.29","4012297024238"
"Monkey Shoulder Blended Malt Scotch Whisky 0,7l","Monkey Shoulder","29.99","5010327105215"
"Ochsenbäckchen","ochsenbaeckche","3.78","25621068"
"Giesinger naturtrübes Radler 0,33l","Giesinger Bräu","1.19","42329343"
"Weleda Granatapfel Deo Roll-On 50ml","Weleda","6.99","4001638500203"
"Ferrero Kinder Country 9er+1 10x23,5g","Ferrero","2.79","8000500241707"
"Manufaktur Jörg Geiger Craft Cider 0,75l","Manufaktur Jörg Geiger","9.99","4260044673509"
"Bonduelle Salatbohnen Mix 225g","Bonduelle","1.79","3083680912730"
"Weideglück Butterkäse 175g","Weideglück","2.49","4388844155107"
"Dovgan Plombir Eis Tutti Frutti 600ml","Dovgan","3.59","4032549025196"
"Odol-med3 Zahncreme Extreme Clean Langzeit-Frische 75ml","Odol-med3","2.99","5054563085863"
"ja! Knusperfilet mit Käse-Kräuter-Füllung 400g","ja!","2.99","4337256562751"
"Kleenex The Original 80 Stück","Kleenex","1.69","5029053569543"
"followfood Bio Espresso ganze Bohne 250g","Followfood","13.99","4250073458932"
"Mangaroca Batida Com Rum 0,7l","Batida de Coco","9.99","4003310016118"
"Paulas Revier Lachs & Pute 200g","paulas","2.19","4260082775081"
"Mellerud Algen und Grünbelag Entferner 1l","Mellerud","6.99","4004666000110"
"Lindt Mini-Santa Glamour Schornstein Vollmilch-Schokolade 60g","Lindt","3.49","4000539753442"
"Gmyrek Frühstücksmett pikant 150g","Gmyrek","2.59","4004787051923"
"Labertaler ACE 20x0,5l","labertaler","13.99","4026539867859"
"Gerolsteiner Limonade Orange Passionsfrucht 24x0,33l","Gerolsteiner","20.98","4001513103987"
"Kitchen Joy Thai Cube Panang Curry Chicken 350g","kitchen","3.49","8858984830326"
"Vöslauer Orange 6x1l","Vöslauer","4.74","9009700212769"
"Maretti Bruschette Chips mit Mediterranean Vegetables 150g","maretti","1.99","3800205872924"
"Gourmet Bockwurst 3x100g","GOURMET Lausitzer Leckerbissen","3.79","4013478036200"
"Rakso Glasintesivreiniger 1stk","Rakso","3.99","4003364606204"
"Brennerei Friz Williams Christ Birnenbrand 0,5l","brennerei","17.95","4260403130209"
"Weingut Wischer Weißwein Blanc de Noir trocken 0,75l","weingut","8.99","4019745727345"
"Maybelline Lippenstift Superstay 24h 250 sugar plum","Maybelline","8.99","3600530695805"
"Mama's Hausgemachte Paprikazubereitung mit Auberginen 290g","mama","4.99","5310146002635"
"Carremembon 250g","carremembon","4.59","3324040207548"
"Bünting Tee Acerola-Kirsch 200g","Bünting Tee","3.79","4008837226019"
"Gläserne Molkerei Bio Joghurt aus Heumilch 400g","Gläserne Molkerei","1.39","4260026430465"
"Aubergine 1 Stück","aubergine","1.29","20596828"
"Rosbacher Naturell 1,5l","Rosbacher","0.99","4004042640077"
"Beeck bunter Matjessalat","Beeck","2.29","4008724250035"
"Calippo Cola Eis 105ml","Langnese","1.30","8000920461235"
"Kühne Schlemmertöpfchen mild-würzige Gürkchen 300g","Kühne","3.49","4012200417607"
"Wittenseer Orange 12x0,7l","Wittenseer","8.49","4014819120763"
"Kurpfalz Bräu Eisbock 20x0,5l","kurpfalz","28.29","4043800015214"
"Söbbeke Bio Griespudding Vanille 150g","Söbbeke Pauls Biomolkerei","1.09","4008471507314"
"Coto Pardo Rotwein Crianza Bio trocken 0,75l","Coto Pardo Crianza","7.99","8437004217028"
"Haaner Felsenquelle Mineralwasser Klassisch 0,7l","Haaner Felsenquelle","0.69","4015016000100"
"Zott Pure Joy Mango vegan 125g","Zott","0.99","4014500519074"
"Meckatzer Original Hell 20 x 0,33l","Meckatzer","19.49","4105670006034"
"Achkarren Weißwein Grauer Burgunder Kabinett trocken 0,75l","Achkarren","7.99","4000904763427"
"Riesen-Champignons 350g","riesen","2.69","23397859"
"Monster Energy + Juice Aussie Lemonade 0,5l","Monster","1.49","5060947541986"
"Tefal Dampfbürste Access Steam First DT6130E0 Blau/Weiß 1300W","Tefal","39.99","3121040077450"
"Grasmehr Fleischwurst 700g","Grasmehr","8.49","4017922275191"
"ja! Schinkenwürfel 2x125g","ja!","2.59","4388844009448"
"REWE Bio Rinderbraten aus der Keule 600g","REWE Bio","17.34","2164580000008"
"Vilsa Apfel Schorle 0,75l","Vilsa","0.95","4104450005601"
"Vilsa Ace Vital 0,75l","Vilsa","0.89","4104450004161"
"Hassia Mineralwasser Leicht 6x1l","Hassia","4.99","4004042982061"
"Wilthener Gebirgskräuter 0,1l","Wilthener","1.69","4012429004312"
"Marienhofer Jagdwurst","marienhofer","1.69","21965524"
"Berliner Luft Eisbonbon Pfefferminzlikör 0,7l","Berliner Luft","10.99","4013228214209"
"Tini Trebbiano Weißwein Chardonnay trocken 3l","tini","10.99","8008530017620"
"Lavazza Barista Caffè Crema 1kg","Lavazza","16.99","8000070062382"
"Anselmann Weißwein Riesling trocken 0,75l","anselmann","7.99","4023131029753"
"Licher Pilsner Steinie 20x0,33l","Licher","12.49","4002798010892"
"Fürstenberg Naturtrübes Helles 20x0,33l","Fürstenberg","10.99","4006770010771"
"Rolf Willy Rotwein Pinot Meunier QbA halbtrocken 0,75l","Rolf Willy Privatkellerei","6.49","4016941000241"
"Weideglück Landjoghurt mild 1,5% 1kg","Weideglück","2.59","4028900004665"
"HG Textil Waschmittelzusatz 550gr","hg","6.99","8711577255756"
"Jacobs Instant Kaffee Espresso 100g","Jacobs","5.99","8711000509159"
"Weingut Fogt Weißwein Chardonnay vom Kalkmergel trocken 0,75l","Weingut Fogt","9.80","4260112715803"
"Frankenbrunnen Blutorange 12x0,75","Franken Brunnen","8.99","4002627011533"
"Grasmehr Grobe Schweinsbratwurst 340g","Grasmehr","5.99","4017922294949"
"Wichmann Entenschenkel mit Rückenstück 700g","Wichmann","6.49","4005614324531"
"Felsengartenkellerei Besigheim Rotwein Junge Cuvéeschmiede Noir QBA halbtrocken 0,75l","felsengartenkellerei","4.69","4010333032452"
"Die Weinmacher Weißwein Deidesheimer Herrgottsacker Riesling QbA trocken 1l","die","4.49","4002958638201"
"Settele Maultaschen gerollt 510g","Settele","2.99","4006986008555"
"Lindt Goldhase Blumen Edition 200g","Lindt","6.59","4000539603686"
"Unicolor Nagelbürste Bügel schwarz","Parsa Beauty","1.69","4001065162005"
"Petersilienwurzel aus der Region","petersilienwurzel","0.37","21550423"
"Fuchs Pfeffer schwarz geschrotet 60g","Fuchs","4.99","40279831"
"Caotina Noir 500g","Caotina","7.49","7612100802298"
"Viba Schicht-Nougat 40g","Viba","0.99","44000257"
"Palmberg Weißwein Riesling QbA halbtrocken 1l","palmberg","3.99","4001153219215"
"Edora Zimt-Stangen Ceylon-Zimt 5 Stück","Edora","2.99","4007354223112"
"Senfter Kräuterhaxe 650g","Senfter","7.99","8004225055465"
"Veganz Bio Schokokeks vegan 150g","Veganz","1.99","4260402486796"
"Sandro's Bio Demeter Milcheis Pistazie glutenfrei 500ml","sandro","5.99","4260527750123"
"Jungbullen Flat Iron","jungbullen","4.18","27034965"
"Becksteiner Winzer Weißwein Bacchus Qualitätswein halbtrocken 1l","Becksteiner Winzer","5.99","4101580000216"
"Heidelberg Kaffee Arabica ganze Bohnen 500g","heidelberg","15.49","4260586840025"
"Followfood Thunfisch Steaks MSC 250g","Followfood","8.99","4250073459885"
"Küstennebel Granatapfel 0,5l","Küstennebel","7.99","4004752238625"
"Die Sonnenwinzer Weißwein halbtrocken 0,75l","die","5.49","4006310099129"
"Grafschafter Goldsaft Zuckerrübensirup 225g","Grafschafter","1.19","4000412010402"
"Förstina Heilwasser St. Maria 12x0,75l","Förstina-Sprudel","7.29","4104640110269"
"El Jimador Tequila Resposado 0,7l","El Jimador","20.99","7501145269107"
"Andechser Natur Bio Bioland Kefir 500g","Andechser Natur","1.39","4104060031960"
"Tress Original Hausmacher Gulaschnudeln 500g","Tress","2.69","4002861654268"
"Franziskaner Weißbier Holunder alkoholfrei 0,33l","Franziskaner","0.89","4072700001065"
"Kartoffeln dicke Griller aus der Region 1kg","kartoffeln","1.59","4280000756053"
"Saupiquet Thunfisch-Filets in Olivenöl mit Zitrone und schwarzem Pfeffer 104g","Saupiquet","3.59","4260057140173"
"REWE Pain au Chocolat","REWE","1.05","2785830000007"
"Wolfra Rhabarber Nektar 1l","Wolfra","2.49","4008074101711"
"Zirndorfer Kellerbier 20x0,5l","Zirndorfer","15.99","4076300015811"
"Rockstar Energy Drink Blueberry Pomegranate Acai 0,5l","Rockstar","0.88","4060800160683"
"REWE Bio Salbeitee 30g, 20 Beutel","REWE Bio","1.49","4388844096233"
"Lindt Hello Salted Caramel Stick 39g","Lindt","1.19","4000539225406"
"Tobias Krämer Pudelwohl Weißwein QbA trocken 0,75l","tobias","7.49","4260634660100"
"Schlitzer Himbeergeist 0,5l","Schlitzer","13.99","4101650064407"
"Bengelmann Vorderschinken","bengelmann","1.79","20415020"
"Gottschaller Biohofbäckerei Roggen Hafer Vollkornbrot 500g","Gottschaller Biohofbäckerei","2.99","4250053811405"
"Kartoffeln festkochend aus der Region 2,5kg","kartoffeln","5.99","4260272680027"
"Gelderemann Classique Sec 200ml","Geldermann","2.49","4008982682074"
"Richter Rinder Sauerbraten mit Sauce 400g","RICHTER","9.50","4024876427194"
"Natumi Bio Haferdrink natural 1l","Natumi","2.19","4038375024396"
"Nestlé Pirulo Eis Pink Kaktus 9x45ml","Nestlé","3.99","4008211000334"
"Brandt Stipp- & Suppenzwieback 400g","Brandt","2.09","4013752053008"
"Fleischerei Hecker Currywursttopf 400g","fleischerei","6.49","4260307087081"
"Kuhlmanns Hof Bechereis Schokolade 460ml","kuhlmanns","6.59","4260316550774"
"Philipp Kuhn Roséwein Cuvée QbA trocken 0,75l","Weingut Philipp Kuhn","10.49","4260134130059"
"Klosterfrau Pflanzliches Arzneimittel Arnika Schmerz-Salbe stark 100g","Klosterfrau","4.99","4008617005001"
"Stollenwerk Erbsen sehr fein mit Karotten 420g","Stollenwerk","1.59","40685465"
"Rama mit Olivenöl vegan 250g","Rama","1.59","8719200252899"
"Gauloises Blondes Blau 20 Stück","Gauloises","7.20","4030400661880"
"Possmann Rosé 1l","Possmann","1.99","4004315000348"
"Untertürkheimer Simply Weißwein Blanc de Blancs Qualitätswein halbtrocken 0,75l","untertuerkheimer","6.29","4021711818513"
"Maya Mate 0,33l","Maya","0.89","4102610507088"
"Simplicol Textilfarbe Intensiv Samt-Schwarz 550g","Simplicol","7.49","4052400018181"
"Frosta Mexican Style Chicken 500g","Frosta","4.69","4008366003334"
"Rapp's Maracuja 1l","Rapp's","3.29","4103850000582"
"Riegele Amaris 50 0,66l","Riegele","5.99","42270416"
"Winzergenossenschaft Westhofen Weißwein Riesling Kabinett trocken 0,75l","winzergenossenschaft","4.99","4003520000952"
"LANDMARKT Speisekartoffeln vorwiegend festkochend 2kg","LANDMARKT","5.49","4280001588066"
"König Ludwig Weißbier hell 0,5l","König Ludwig","1.29","4003304142205"
"Komet Blaue Grütze mit Grieß Heidelbeer-Geschmack 50g","Komet","0.39","4012281311405"
"Marziale Cigni Brandteig Haselnuss 170g","Marziale Coolinaria GmbH","4.99","4058898201982"
"Bree Rosé Pinot Noir QbA feinherb 3l","bree","13.99","4003301076039"
"ja! Tortelloni Prosciutto 250g","ja!","0.99","4388840213399"
"Schwollener Kids Cola 6x0,75l","Schwollener","5.34","4022652157952"
"Knorr Fix Paprika-Gulasch für 4 Portionen","Knorr","1.09","8717163865613"
"Silverboom Weißwein Chardonnay trocken 0,75l","silverboom","3.34","5727510620553"
"Krumbach Mineralwasser Medium 6x1,25l","Krumbach","4.14","4009228121449"
"Mezzo Mix 0,5l","Mezzo Mix","1.29","5000112548204"
"Monin Sirup Cookie choco 0,25l","Monin","3.99","4008077744663"
"Kathi Schokokuchen 460g","Kathi","2.19","4013109011736"
"Cadbury Picnic 4x38g","Cadbury","2.29","7622201498894"
"Hella Mineralwasser Classic 1,0l","Hella","0.79","4102380035279"
"ja! Hähnchen Flügel ohne Spitze 480g","ja!","2.43","2123850000001"
"Route 66 Easy Way Of Life Eau de Toilette 100ml","Route 66","8.45","4011700932009"
"Bihophar Blüten-Akazien-Honig 500g","Bihophar","7.99","4055500012448"
"Bebe Lippenpflege Classic 4,9g","Bebe","1.49","3574661155586"
"Arla LactoFREE Laktosefreier Griechischer Joghurt 400g","Arla","1.69","4016241031303"
"Mutti geschälte Tomaten 260g","MUTTI","1.69","8005110060007"
"Wolfra Frühstücks Trunk 6x1l","Wolfra","16.99","4008074202272"
"Fini Balsamico Bianco 250ml","Fini","5.99","8015352307952"
"Zimmermann Original Bayrische Leberknödel 4x75g","Zimmermann","2.69","4006153113402"
"ja! Orangensaft 6x1l","ja!","10.74","4337256263931"
"Baileys Stieleis 3x90ml","Baileys","3.29","4081800119310"
"Wolters Pilsener Premium 6x0,33l","Wolters Pilsener","4.79","4079400029832"
"Kartoffeln festkochend aus der Region 1,5kg","kartoffeln","3.49","4280000764355"
"Valentina Tomato Bread Vegan 150g","valentina","1.79","8436551190051"
"Edora Bio Kümmel ganz 80g","Edora","4.99","4007354229947"
"Hofpfisterei Bio Sonnenblumenbrot geviertelt 500g","Hofpfisterei","8.40","2291560000007"
"Heidel Geld-Koffer 112,5g","Heidel","5.99","4006446005643"
"REWE Bio Naturland Fusilli 500g","REWE Bio","0.85","4337256582551"
"Alete Abendbrei Bio Keksbrei 190g","Alete","1.29","4251099601777"
"Old Amsterdam Pikant & Cremig 130g","Old Amsterdam","3.49","8710243909962"
"Vöslauer Stilles Mineralwasser 6x1l","Vöslauer","2.99","9009700212622"
"Delikatess Ochsenzunge","delikatess","3.49","2734060000004"
"borchers Bio Kichererbsenmehl 300g","borchers fine food GmbH & Co. KG","2.79","4260175671733"
"Kato Bio SnackBalls Seitan 200g","Kato","3.49","4019738184230"
"Original Wagner Die Backfrische Kürbis & dreierlei Pilze 375g","Original Wagner","3.49","8445290331038"
"Bonne Maman Pfirsichkompott 375g","Bonne Maman","3.39","3608580786474"
"Reber König Ludwig Kugeln 200g","Reber","9.99","4101730005504"
"RhönSprudel Mineralwasser Medium 12x0,75l","Rhönsprudel","6.99","4102560110024"
"Gia Bio Pizza Salami 330g","gia","3.29","4260166146127"
"Bamboo Garden Tandoori Gewürzmischung 38g","Bamboo Garden","1.99","4023900538486"
"Krugmann Sauerländer Tropfen mit Bienenhonig 0,7l","Krugmann","10.99","4001165051308"
"Vilsa Mineralwasser Leichtperlig 12x0,7l","Vilsa","5.79","4104450121110"
"Teusser Cola Mix 0,7l","teusser","0.79","4000432000308"
"Sodenthaler Apfelschorle 20x0,5l","sodenthaler","13.49","4009670031501"
"Nuk First Choice+ Trinksauger Silikon Gr. 2 2 Stück","Nuk","4.99","4008600159797"
"Schloss Quelle Naturell 6x1,5l","Schloss Quelle","4.74","4102140002244"
"Nafa Feinkost Geflügelsalat 200g","Nafa Feinkost","4.49","4024083317028"
"Frosch wie Gallseife 80g","Frosch","1.39","4001499930799"
"Schlappeseppel Pilsener alkoholfrei 20x0,5l","Schlappeseppel","16.49","4102250172820"
"Hella Mango Picchu 6x0,75l","Hella","5.10","4102380038423"
"Monopoles Nicolas Napoléon Rotwein Médoc trocken 0,75l","monopoles","8.79","3030302113013"
"Waldulmer Roséwein Spätburgunder Weißherbst QbA trocken 1l","waldulmer","5.99","4012868200207"
"Ehrmann Grand Dessert Stracciatella 190g","Grand Dessert","0.99","4002971254006"
"La Perla Erdbeeren leicht gezuckert 150g","La Perla","1.09","4006795364057"
"Naturl. Bio Dinkelvollkornbrot 500g","herzberger bäckerei","3.49","4024884007760"
"Heger Weissburgunder ""Sonett"" Weißwein trocken 0,75l","Heger","11.99","4033171441903"
"Duniwell Einmal-Baby-Waschlappen 40 Stück","Duniwell","2.29","7321011643721"
"REWE Bio Reiswaffeln Joghurt 100g","REWE Bio","1.19","4337256255165"
"Weingärtner Esslingen Weißwein Glockenspiel QbA trocken 1l","weingaertner","5.79","4019873050100"
"Mixery Bier+Cola+X 20x0,5l","Mixery","13.99","4002631915902"
"Farmer's Snack geröstete Mandeln 200g","Farmer's Snack","3.99","4010442418994"
"Mayschoss Altenahr Rosé Spätburgunder QbA halbtrocken 0,75l","mayschoss","6.99","4001127000719"
"Sonnen Bassermann Linsentopf 800g","Sonnen Bassermann","2.99","4002473967350"
"Nexa Lotte Cedarholz-Ringe 6 Stück","Nexa Lotte","3.29","4062700836309"
"Stark Bio Creamy Curry Chickpea Bowl 400g","stark","3.99","4260376840532"
"ja! Hähnchen Drumsticks Hot Buffalo Style 750g","ja!","3.49","4337256295048"
"Merl Heringsfilets in Sahnesauce 500g","Merl","3.29","4059300001251"
"Fahner Frucht Haselnussschnaps 0,5l","fahner","18.49","4019586530968"
"Mago Kohn Kalbfleischwürstchen","Mago","0.57","2263110000003"
"Schriesheimer Rittersberg Weißwein Riesling Qualitätswein trocken 1l","schriesheimer","5.79","4026758602200"
"Margon Ginger Ale 1,25l","Margon","1.19","4105460642916"
"Dölling Wiener Würstchen 300g","Dölling","4.99","4008262040808"
"Finish Powerball Ultimate All in 1 82 Spülmaschinencaps 1057g","Finish","14.99","4251758418951"
"Erasco Königsberger Klopse 480g","Erasco","3.69","4037300124804"
"Maggi Fix für Gyros 30g","Maggi","1.09","7613035084643"
"Naturata Bio Demeter Dinkel Bandnudeln 500g","Naturata","3.89","4024297062639"
"Lindt Schokolade Weiß-Mandel 300g","Lindt","5.99","7610400088527"
"Reissdorf Kölsch alkoholfrei 6x0,33l","Reissdorf","4.79","4013060003542"
"Wulff Schinkenfleisch ohne Knochen","Wulff","3.18","20497897"
"Mühlen Kölsch 20x0,5l","Mühlen Kölsch","17.99","4044164102053"
"Femeg Steinbeißer-Filet 250g","Femeg","4.99","4012481536493"
"Fuchs Lorbeerblätter 7,5g","Fuchs","2.69","4027900283506"
"Wilhelm Brandenburg Filetpastete mit Paprika 100g","Wilhelm Brandenburg","1.99","4337256471411"
"Ratsherrn Pilsener 6x0,33l","RATSHERRN","6.49","4014807102450"
"Veganz Bio Weiße Rice Choc Kaffee-Nibs vegan 80g","Veganz","1.99","4260402485645"
"Babytime Baby Wundschutzcreme 75ml","Babytime","1.89","28011569"
"La Espanola Natives Olivenöl extra virgen 500ml","La Espanola","7.99","8410660101153"
"Biozentrale Bio Tortilla-Chips Meersalz 125g","biozentrale","2.29","4005009100542"
"Freeman's London Dry Gin 0,7l","Freeman's","6.49","4388840485116"
"Kruger-Rumpf Binger Weißwein Riesling VDP trocken 0,75l","kruger","11.99","4024831219161"
"Bio Asia Organic Coconut Oil 250ml","Bio Asia","4.59","4316734051161"
"Feinkost Dittmann Queensoliven ohne Stein 180g","Feinkost Dittmann","4.49","4002239449601"
"Fellbacher Weingärtner Rotwein Pinot Noir QbA trocken 0,75l","Fellbacher Weingärtner","6.49","4022075016102"
"Dr. Oetker Wölkchen Schoko-Haselnuss 125g","Dr. Oetker","0.79","40236261"
"Aquasale Meersalz fein 500g","Aquasale","1.39","4001475211621"
"Pfeifer Jagdwurst","pfeifer","3.99","4011473011536"
"REWE Beste Wahl Marinierter Oliven-Mix 150g","REWE Beste Wahl","2.29","4337256732925"
"Doppelherz Vitamin B12 30 Tabletten","Doppelherz","3.29","4009932133431"
"Sansibar Glühwein 0,75l","Sansibar","4.99","4101080050933"
"Don Enrico Tortilla Chips Chili 175g","Don Enrico","1.99","4013200782030"
"BIC Multifunktionsfeuerzeug Megalighter Flex","Bic","3.99","3086123301849"
"yfood Trinkmahlzeit Choco vegan 500ml","yfood","4.29","4260556632506"
"Real Thai Woksauce Zitronengras 150ml","Real Thai","2.79","8858135000158"
"Ehrmann Foodie Trinkmahlzeit Coffee Macchiato Style 0,4l","Ehrmann","1.00","4002971331806"
"Chesterfield Blue 24 Stück","Chesterfield","9.00","42030454"
"Staatlicher Hofkeller Würzburg Weißwein Scheurebe lieblich 0,75l","staatlicher","12.99","4028446113067"
"Graeger Sekt halbtrocken 0,75l","Graeger","5.99","4011073004914"
"Maltesers Schokokugeln 212g","Maltesers","3.99","5000159535632"
"REWE Beste Wahl Vegane Nuggets 300g","REWE Beste Wahl","2.29","4337256325851"
"DIe Rostocker Bockwurst","Die Rostocker","1.39","22121585"
"Lacroix Braten-Fond 200ml","Lacroix","1.99","4009062801279"
"Davert Bio Aufstrich Gebrannte Mandel 250g","Davert","4.99","4019339311219"
"BESH Bio Bauernschinken geräuchert 80g","Bäuerliche Erzeugergemeinschaft Schwäbisch Hall","3.59","4014829740944"
"Lauffener Rotwein Lesestoff Cuvée QbA trocken 0,75l","Lauffener","7.29","4005670660260"
"Kloster Eberbach Rotwein Spätburgunder trocken 0,75l","Kloster Eberbach","20.99","4004850006249"
"Jakordia Filter Zigarillos 17 Stück","Jakordia","2.25","42228677"
"Gold Ochsen Original 6x0,33l","Gold Ochsen","5.79","4103030111060"
"Henri Minibonbons Fruchtmix 250g","henri","1.49","4260042071376"
"Dr. Best GreenClean Interdentalbürsten Gr. 0 6 Stück","Dr. Best","2.99","5054563114099"
"Grasmehr Schweine Zwiebelmettwurst","Grasmehr","3.31","22285508"
"Miracel Whip Mayo Chili 242ml","Miracel Whip","2.69","7622202013027"
"Speick Men Duschgel 250ml","Speick","4.99","4009800010970"
"Amora Cornichons 370g","Amora","1.99","40258645"
"Mattoni Waldbeere 1,5l","Mattoni","0.99","8594001029679"
"Adam Müller Weißwein Riesling Kabinett trocken 0,75l","adam","6.49","4016915221504"
